sentence,label
the title's lameness should clue you in on how bad the movie is .,1
"still suffering from her hangover , julie doesn't realize that ellen is missing when the school bus leaves the cemetery .",0
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .",1
"Jonathan Vilma is the Saints' current starting linebacker and defensive captain, but Lofton also has the ability to play other linebacker spots.",0
"We also show the strong dependence of the chemical concentrations on the system size, which is caused by transitions to discreteness-induced novel states.",0
"set in san francisco , this is the story of a mysterious immortal tibetan kung fu master ( yun-fat ) , who has spent the last 60 years traveling around the world protecting an ancient scroll , who is now mentoring a street kid ( scott ) in the wonders of his ancient ways .",0
"ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone's guess .",0
a dream cast of solid female talent who build a seamless ensemble .,1
"The existence of one-to-one mappings between different algebras of observables or between different Hilbert spaces allow us to represent and imitate any physical system by any other one (e.g., a bosonic system by a spin-1/2 system).",0
following ram dass down from his pedestal gives mr .,1
"Brendan Rodgers hailed as ""phenomenal"" a Liverpool performance that almost delivered a stunning comeback against Zenit St Petersburg but fell short of rescuing Anfield's last hope of silverware this season.",0
mr .,1
"david banner , while working on a military project to create a super-soldier of sorts , purposefully modifies his own dna .",0
.,0
.,1
This task is believed to be out of reach of classical computers as soon as the number of digits in the number to factor exceeds a certain limit.,0
"Alana Beard, even more so than the average WNBA veteran, is not going to be fazed by such setbacks.",1
"they will live without thinking in the consequences , getting into a world where they won't be able to escape .",0
"brown to a rendezvous with the devil ( gary oldman ) , the driver soon finds himself entangled in fiendish plans .",0
"this story centers around a divorced woman in her 30's and her daughter , who are caught up in a cat-and-mouse game inside their new new york brownstone when three burglars come looking for a hidden cache of cash .",0
"academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984 .",0
the film centres around three female supermodels who live and work together .,0
In this article we draw on the Nobel laureate economist Elinor Ostrom’s principles for self-governance of communities to explore the transformative potential of blockchain.,0
"Utilizing these nanostructures as platforms, anion exchange chemistry for wide compositional and optical tunabilities is described, and the rich structural phase transition phenomenon and mechanism investigated systematically.",0
